"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","RESP","word1","word2","sameordiffstims","vowel_word1","vowel_word2","vowelcontrast","Group","tributesto","tributesto2"
"1fss","2946.3000000715","miete1500mitte","NULL","html-keyboard-response",19,1380717,"0.0-8.0-1.3","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"1fss","3671.1000000238","mitte1500miete","NULL","html-keyboard-response",35,1427061,"0.0-8.0-1.11","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"1fss","1174.3999999762","schief1500schiff","NULL","html-keyboard-response",41,1441815,"0.0-8.0-1.14","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"1fss","166","schiff1500schief","NULL","html-keyboard-response",53,1472056,"0.0-8.0-1.20","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"1fss","753.29999995232","schief1500schief","NULL","html-keyboard-response",71,1518793,"0.0-8.0-1.29","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"1fss","959.29999995232","schiff1500schiff","NULL","html-keyboard-response",77,1531869,"0.0-8.0-1.32","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"1fss","1164.8999999762","stiel1500still","NULL","html-keyboard-response",123,1644736,"0.0-8.0-1.55","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"1fss","1760.8000000715","still1500still","NULL","html-keyboard-response",125,1650052,"0.0-8.0-1.56","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"1fss","779","mitte1500mitte","NULL","html-keyboard-response",129,1659340,"0.0-8.0-1.58","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"1fss","551.39999997616","miete1500miete","NULL","html-keyboard-response",139,1684522,"0.0-8.0-1.63","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"1fss","1013","still1500stiel","NULL","html-keyboard-response",151,1713563,"0.0-8.0-1.69","NULL","80","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"1fss","631.69999992847","stiel1500stiel","NULL","html-keyboard-response",153,1717922,"0.0-8.0-1.70","NULL","81","Spanisch","37",NA,"selflearn",NA,NA,"classesabroad",NA,"die Schule","37","2 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"90gm","1460","schiff1500schiff","NULL","html-keyboard-response",23,331144,"0.0-8.0-1.5","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"90gm","1022","mitte1500miete","NULL","html-keyboard-response",31,349186,"0.0-8.0-1.9","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"90gm","270","miete1500mitte","NULL","html-keyboard-response",71,446588,"0.0-8.0-1.29","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"90gm","1348","still1500stiel","NULL","html-keyboard-response",75,457076,"0.0-8.0-1.31","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"90gm","1826","stiel1500still","NULL","html-keyboard-response",81,470544,"0.0-8.0-1.34","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"90gm","2658","mitte1500mitte","NULL","html-keyboard-response",83,476507,"0.0-8.0-1.35","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"90gm","776","schief1500schiff","NULL","html-keyboard-response",101,515722,"0.0-8.0-1.44","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"90gm","1718","stiel1500stiel","NULL","html-keyboard-response",113,543753,"0.0-8.0-1.50","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"90gm","1791","still1500still","NULL","html-keyboard-response",123,568202,"0.0-8.0-1.55","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"90gm","997","miete1500miete","NULL","html-keyboard-response",127,576537,"0.0-8.0-1.57","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"90gm","581","schiff1500schief","NULL","html-keyboard-response",141,606652,"0.0-8.0-1.64","NULL","80","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"90gm","612","schief1500schief","NULL","html-keyboard-response",143,610912,"0.0-8.0-1.65","NULL","81","Spanisch","20",NA,NA,NA,"uni","classesabroad","immersion","","20","34 Jahren",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"91u3","1798.8999999762","schiff1500schiff","NULL","html-keyboard-response",22,527838,"0.0-8.0-1.5","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"91u3","1192.7000000477","stiel1500still","NULL","html-keyboard-response",24,532673,"0.0-8.0-1.6","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"91u3","1916.6000000238","schiff1500schief","NULL","html-keyboard-response",50,590538,"0.0-8.0-1.19","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"91u3","1930","schief1500schief","NULL","html-keyboard-response",62,620333,"0.0-8.0-1.25","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"91u3","715.69999992847","mitte1500mitte","NULL","html-keyboard-response",88,681421,"0.0-8.0-1.38","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"91u3","4247.1999999285","stiel1500stiel","NULL","html-keyboard-response",116,752111,"0.0-8.0-1.52","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"91u3","1167","miete1500mitte","NULL","html-keyboard-response",118,756668,"0.0-8.0-1.53","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"91u3","916.29999995232","still1500still","NULL","html-keyboard-response",124,770327,"0.0-8.0-1.56","NULL","81","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"91u3","4266.5999999046","still1500stiel","NULL","html-keyboard-response",128,782584,"0.0-8.0-1.58","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"91u3","3485","mitte1500miete","NULL","html-keyboard-response",130,789472,"0.0-8.0-1.59","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"91u3","NULL","miete1500miete","NULL","html-keyboard-response",136,809793,"0.0-8.0-1.62","NULL","NULL","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"91u3","841.89999997616","schief1500schiff","NULL","html-keyboard-response",146,839320,"0.0-8.0-1.67","NULL","80","Spanisch","4 oder 5","classeshome",NA,"lgeschool",NA,NA,NA,"An der Schule","21","3",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"e3x7","1026","stiel1500still","NULL","html-keyboard-response",47,362922,"0.0-8.0-1.17","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"e3x7","982","still1500still","NULL","html-keyboard-response",61,397386,"0.0-8.0-1.24","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"e3x7","2809","stiel1500stiel","NULL","html-keyboard-response",63,403939,"0.0-8.0-1.25","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"e3x7","769","schief1500schief","NULL","html-keyboard-response",71,421948,"0.0-8.0-1.29","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"e3x7","1233","mitte1500mitte","NULL","html-keyboard-response",89,461459,"0.0-8.0-1.38","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"e3x7","873","miete1500mitte","NULL","html-keyboard-response",91,465720,"0.0-8.0-1.39","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"e3x7","1123","mitte1500miete","NULL","html-keyboard-response",97,479693,"0.0-8.0-1.42","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"e3x7","1261","miete1500miete","NULL","html-keyboard-response",109,505886,"0.0-8.0-1.48","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"e3x7","1048","still1500stiel","NULL","html-keyboard-response",133,559659,"0.0-8.0-1.60","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"e3x7","557","schiff1500schiff","NULL","html-keyboard-response",141,575771,"0.0-8.0-1.64","NULL","81","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"e3x7","1224","schief1500schiff","NULL","html-keyboard-response",147,588978,"0.0-8.0-1.67","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"e3x7","714","schiff1500schief","NULL","html-keyboard-response",151,597617,"0.0-8.0-1.69","NULL","80","Spanisch","27",NA,"selflearn",NA,NA,NA,"immersion","Lernen durch Immersion","27","8",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"fnoe","1804","still1500still","NULL","html-keyboard-response",13,180789,"0.0-8.0-1.0","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"fnoe","521.69999999925","schief1500schief","NULL","html-keyboard-response",21,199228,"0.0-8.0-1.4","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"fnoe","956.40000000224","mitte1500miete","NULL","html-keyboard-response",27,212612,"0.0-8.0-1.7","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"fnoe","768.69999999925","schiff1500schief","NULL","html-keyboard-response",57,277126,"0.0-8.0-1.22","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"fnoe","692.60000000149","schiff1500schiff","NULL","html-keyboard-response",63,289210,"0.0-8.0-1.25","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"fnoe","426.39999999851","miete1500miete","NULL","html-keyboard-response",77,319172,"0.0-8.0-1.32","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"fnoe","751.10000000149","schief1500schiff","NULL","html-keyboard-response",87,339523,"0.0-8.0-1.37","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"fnoe","466","stiel1500stiel","NULL","html-keyboard-response",97,359627,"0.0-8.0-1.42","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"fnoe","765.69999999925","still1500stiel","NULL","html-keyboard-response",99,364033,"0.0-8.0-1.43","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"fnoe","742.30000000075","mitte1500mitte","NULL","html-keyboard-response",111,389156,"0.0-8.0-1.49","NULL","81","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"fnoe","804.5","miete1500mitte","NULL","html-keyboard-response",133,435734,"0.0-8.0-1.60","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"fnoe","767.20000000298","stiel1500still","NULL","html-keyboard-response",151,471861,"0.0-8.0-1.69","NULL","80","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hjmf","621","mitte1500mitte","NULL","html-keyboard-response",30,5914860,"0.0-8.0-1.9","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"hjmf","920","still1500still","NULL","html-keyboard-response",32,5919349,"0.0-8.0-1.10","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"hjmf","482","schiff1500schiff","NULL","html-keyboard-response",60,5981221,"0.0-8.0-1.24","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"hjmf","332","miete1500miete","NULL","html-keyboard-response",80,6021523,"0.0-8.0-1.34","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"hjmf","684","schiff1500schief","NULL","html-keyboard-response",104,6071124,"0.0-8.0-1.46","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"hjmf","509","stiel1500still","NULL","html-keyboard-response",106,6075278,"0.0-8.0-1.47","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hjmf","453","mitte1500miete","NULL","html-keyboard-response",112,6086832,"0.0-8.0-1.50","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"hjmf","1069","stiel1500stiel","NULL","html-keyboard-response",118,6099428,"0.0-8.0-1.53","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"hjmf","528","schief1500schief","NULL","html-keyboard-response",122,6107046,"0.0-8.0-1.55","NULL","81","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"hjmf","529","miete1500mitte","NULL","html-keyboard-response",138,6140048,"0.0-8.0-1.63","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hjmf","483","schief1500schiff","NULL","html-keyboard-response",148,6160073,"0.0-8.0-1.68","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hjmf","149","still1500stiel","NULL","html-keyboard-response",150,6163888,"0.0-8.0-1.69","NULL","80","Spanisch","31","classeshome",NA,NA,NA,"classesabroad","immersion","Deutschkurs in Deutschland","32","5",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"hr37","597.79999995232","miete1500mitte","NULL","html-keyboard-response",20,585448,"0.0-8.0-1.4","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"miete","mitte",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hr37","957.20000004768","mitte1500miete","NULL","html-keyboard-response",22,589784,"0.0-8.0-1.5","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"mitte","miete",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"hr37","2400.7000000477","still1500still","NULL","html-keyboard-response",28,604770,"0.0-8.0-1.8","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"still","still",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"hr37","189","schiff1500schief","NULL","html-keyboard-response",46,645892,"0.0-8.0-1.17","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"schiff","schief",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"hr37","418","stiel1500still","NULL","html-keyboard-response",58,670118,"0.0-8.0-1.23","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hr37","359","stiel1500stiel","NULL","html-keyboard-response",60,674198,"0.0-8.0-1.24","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"hr37","393.70000004768","schiff1500schiff","NULL","html-keyboard-response",64,681529,"0.0-8.0-1.26","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"schiff","schiff",0,"i_short","i_short","i_short/i_short","ns","i/I","E/I"
"hr37","262","schief1500schiff","NULL","html-keyboard-response",90,732173,"0.0-8.0-1.39","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"hr37","702.5","mitte1500mitte","NULL","html-keyboard-response",92,736149,"0.0-8.0-1.40","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"hr37","159.60000014305","still1500stiel","NULL","html-keyboard-response",112,776269,"0.0-8.0-1.50","NULL","80","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"hr37","1147.7999999523","schief1500schief","NULL","html-keyboard-response",134,819528,"0.0-8.0-1.61","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"hr37","308.89999985695","miete1500miete","NULL","html-keyboard-response",136,823322,"0.0-8.0-1.62","NULL","81","Spanisch","22","classeshome","selflearn",NA,"uni","classesabroad",NA,"Deutschkurse am Lektorat der Universität","24","Ich wohne in DE seit 13 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"jw5c","828","stiel1500stiel","NULL","html-keyboard-response",13,215024,"0.0-8.0-1.0","NULL","81","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",0,"stiel","stiel",0,"i_long","i_long","i_long/i_long","ns","u/i","i/I"
"jw5c","833","mitte1500mitte","NULL","html-keyboard-response",19,227905,"0.0-8.0-1.3","NULL","81","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",0,"mitte","mitte",0,"i_short","i_short","i_short/i_short","ns","i/I","0"
"jw5c","1185","stiel1500still","NULL","html-keyboard-response",25,241306,"0.0-8.0-1.6","NULL","80","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",1,"stiel","still",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
"jw5c","773","still1500stiel","NULL","html-keyboard-response",27,245737,"0.0-8.0-1.7","NULL","80","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",1,"still","stiel",1,"i_short","i_long","i_short/i_long","ns","i/I","0"
"jw5c","526","schief1500schief","NULL","html-keyboard-response",29,249890,"0.0-8.0-1.8","NULL","81","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",0,"schief","schief",0,"i_long","i_long","i_long/i_long","ns","E/i","i/I"
"jw5c","440","miete1500miete","NULL","html-keyboard-response",77,348560,"0.0-8.0-1.32","NULL","81","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",0,"miete","miete",0,"i_long","i_long","i_long/i_long","ns","i/I","0"
"jw5c","1006","schief1500schiff","NULL","html-keyboard-response",85,365694,"0.0-8.0-1.36","NULL","80","Katalanisch, Spanisch ","21","classeshome","selflearn",NA,NA,"classesabroad","immersion","Deutschkurs, Filmen, Bücher","28","6 Jahre",1,"schief","schiff",1,"i_long","i_short","i_short/i_long","ns","i/I","0"
